"Indicator","PUBLISH STATES","Year","WHO region","World Bank income group","Country","Display Value","Numeric","Low","High","Comments"
"Tuberculosis - new and relapse cases","Published","1993","Europe","Lower-middle-income","Georgia","3741","3741","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Lower-middle-income","Georgia","4397","4397","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Lower-middle-income","Georgia","4006","4006","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","Lower-middle-income","Georgia","4490","4490","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","Lower-middle-income","Georgia","5384","5384","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Lower-middle-income","Georgia","4423","4423","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Lower-middle-income","Georgia","5687","5687","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Lower-middle-income","Georgia","4678","4678","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","Lower-middle-income","Georgia","4547","4547","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Greece","877","877","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Greece","762","762","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Greece","920","920","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Greece","936","936","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Greece","703","703","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Greece","503","503","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Greece","570","570","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Greece","615","615","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Greece","586","586","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Greece","586","586","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Greece","445","445","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Greece","454","454","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Croatia","2279","2279","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Croatia","2217","2217","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Croatia","2114","2114","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Croatia","2174","2174","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Croatia","2054","2054","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Croatia","1443","1443","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Croatia","1391","1391","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Croatia","1170","1170","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Croatia","1050","1050","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Croatia","688","688","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Croatia","619","619","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Hungary","3588","3588","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Hungary","3658","3658","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Hungary","3960","3960","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Hungary","3999","3999","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Hungary","3532","3532","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Hungary","3073","3073","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Hungary","2923","2923","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Hungary","1687","1687","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Hungary","1540","1540","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Hungary","1428","1428","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Hungary","1322","1322","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Ireland","624","624","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Ireland","458","458","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Ireland","434","434","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Ireland","416","416","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Ireland","424","424","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Ireland","408","408","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Ireland","408","408","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Ireland","423","423","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Ireland","441","441","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Ireland","435","435","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Ireland","341","341","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Iceland","18","18","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Iceland","15","15","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Iceland","11","11","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Iceland","10","10","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Iceland","17","17","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Iceland","10","10","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Iceland","10","10","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Iceland","13","13","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Iceland","12","12","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Iceland","6","6","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Israel","234","234","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Israel","505","505","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Israel","345","345","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Israel","656","656","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Israel","522","522","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Israel","537","537","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Israel","512","512","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Israel","340","340","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Israel","396","396","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Israel","322","322","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Israel","347","347","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Italy","5816","5816","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Italy","5627","5627","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Italy","4155","4155","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Italy","4596","4596","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Italy","3925","3925","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Italy","4365","4365","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Italy","3969","3969","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Italy","3844","3844","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Italy","3175","3175","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Italy","3421","3421","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","Upper-middle-income","Kazakhstan","10425","10425","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","Upper-middle-income","Kazakhstan","10519","10519","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","Upper-middle-income","Kazakhstan","11310","11310","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","Upper-middle-income","Kazakhstan","13944","13944","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","Upper-middle-income","Kazakhstan","27546","27546","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","Upper-middle-income","Kazakhstan","35145","35145","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","Upper-middle-income","Kazakhstan","28432","28432","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","Upper-middle-income","Kazakhstan","28629","28629","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Upper-middle-income","Kazakhstan","23399","23399","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","Upper-middle-income","Kazakhstan","25074","25074","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","Upper-middle-income","Kazakhstan","18006","18006","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Low-income","Kyrgyzstan","2515","2515","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Low-income","Kyrgyzstan","2582","2582","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","Low-income","Kyrgyzstan","2427","2427","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","Low-income","Kyrgyzstan","2726","2726","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","Low-income","Kyrgyzstan","3393","3393","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Low-income","Kyrgyzstan","6205","6205","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Low-income","Kyrgyzstan","6654","6654","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","Low-income","Kyrgyzstan","6613","6613","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","Low-income","Kyrgyzstan","13199","13199","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Low-income","Kyrgyzstan","6769","6769","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Low-income","Kyrgyzstan","5931","5931","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Low-income","Kyrgyzstan","5652","5652","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","Low-income","Kyrgyzstan","5980","5980","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Upper-middle-income","Lithuania","1471","1471","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Upper-middle-income","Lithuania","1556","1556","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Upper-middle-income","Lithuania","1598","1598","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","Upper-middle-income","Lithuania","2926","2926","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Upper-middle-income","Lithuania","3016","3016","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Upper-middle-income","Lithuania","2800","2800","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Upper-middle-income","Lithuania","2657","2657","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","Upper-middle-income","Lithuania","2114","2114","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","Upper-middle-income","Lithuania","2365","2365","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Upper-middle-income","Lithuania","2235","2235","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Upper-middle-income","Lithuania","2096","2096","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Luxembourg","33","33","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Luxembourg","32","32","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Luxembourg","41","41","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Luxembourg","38","38","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Luxembourg","31","31","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Luxembourg","54","54","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Luxembourg","31","31","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Luxembourg","37","37","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Luxembourg","33","33","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Luxembourg","25","25","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Luxembourg","45","45","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Upper-middle-income","Latvia","906","906","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Upper-middle-income","Latvia","943","943","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Upper-middle-income","Latvia","955","955","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","Upper-middle-income","Latvia","994","994","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Upper-middle-income","Latvia","2182","2182","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Upper-middle-income","Latvia","1891","1891","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Upper-middle-income","Latvia","1982","1982","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Upper-middle-income","Latvia","2000","2000","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","Upper-middle-income","Latvia","1803","1803","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Upper-middle-income","Latvia","1227","1227","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Upper-middle-income","Latvia","1046","1046","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Upper-middle-income","Latvia","951","951","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Upper-middle-income","Latvia","913","913","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Monaco","1","1","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Monaco","0","0","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Monaco","0","0","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Monaco","0","0","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Monaco","3","3","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Lower-middle-income","Republic of Moldova","1835","1835","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","Lower-middle-income","Republic of Moldova","2426","2426","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","Lower-middle-income","Republic of Moldova","2626","2626","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","Lower-middle-income","Republic of Moldova","2925","2925","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","Lower-middle-income","Republic of Moldova","2922","2922","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Lower-middle-income","Republic of Moldova","3608","3608","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","Lower-middle-income","Republic of Moldova","3769","3769","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","Lower-middle-income","Republic of Moldova","8198","8198","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","Lower-middle-income","Republic of Moldova","4806","4806","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Lower-middle-income","Republic of Moldova","4471","4471","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Lower-middle-income","Republic of Moldova","4135","4135","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","Lower-middle-income","Republic of Moldova","4233","4233","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","Lower-middle-income","Republic of Moldova","4409","4409","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Upper-middle-income","The former Yugoslav Republic of Macedonia","1602","1602","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","Upper-middle-income","The former Yugoslav Republic of Macedonia","693","693","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Upper-middle-income","The former Yugoslav Republic of Macedonia","620","620","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Upper-middle-income","The former Yugoslav Republic of Macedonia","557","557","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Upper-middle-income","The former Yugoslav Republic of Macedonia","641","641","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Upper-middle-income","The former Yugoslav Republic of Macedonia","648","648","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","Upper-middle-income","The former Yugoslav Republic of Macedonia","561","561","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Upper-middle-income","The former Yugoslav Republic of Macedonia","526","526","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Upper-middle-income","The former Yugoslav Republic of Macedonia","450","450","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Upper-middle-income","The former Yugoslav Republic of Macedonia","450","450","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Malta","25","25","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Malta","11","11","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Malta","28","28","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Malta","11","11","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Malta","24","24","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Malta","7","7","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Malta","18","18","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Malta","22","22","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Malta","29","29","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Malta","30","30","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Malta","42","42","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","Upper-middle-income","Montenegro","156","156","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","Upper-middle-income","Montenegro","167","167","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Upper-middle-income","Montenegro","147","147","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Upper-middle-income","Montenegro","131","131","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Upper-middle-income","Montenegro","114","114","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Netherlands","1369","1369","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Netherlands","1619","1619","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Netherlands","1678","1678","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Netherlands","1486","1486","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Netherlands","1341","1341","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Netherlands","1309","1309","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Netherlands","1316","1316","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Netherlands","1127","1127","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Netherlands","1002","1002","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Netherlands","920","920","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Norway","242","242","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Norway","236","236","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Norway","217","217","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Norway","205","205","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Norway","243","243","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Norway","333","333","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Norway","284","284","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Norway","276","276","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Norway","297","297","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Norway","324","324","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Upper-middle-income","Poland","16136","16136","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Upper-middle-income","Poland","16496","16496","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Upper-middle-income","Poland","16551","16551","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","Upper-middle-income","Poland","16828","16828","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Upper-middle-income","Poland","13302","13302","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Upper-middle-income","Poland","12168","12168","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Upper-middle-income","Poland","10931","10931","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Upper-middle-income","Poland","10153","10153","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Upper-middle-income","Poland","8019","8019","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Upper-middle-income","Poland","7421","7421","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Upper-middle-income","Poland","7925","7925","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Upper-middle-income","Poland","7002","7002","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Portugal","6214","6214","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Portugal","5577","5577","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Portugal","5248","5248","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Portugal","5110","5110","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Portugal","5260","5260","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Portugal","4599","4599","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Portugal","3614","3614","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","High-income","Portugal","3308","3308","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Portugal","3224","3224","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Portugal","2956","2956","","",""
"Tuberculosis - new and relapse cases","Published","2012","Europe","High-income","Portugal","2490","2490","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Upper-middle-income","Romania","15482","15482","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Upper-middle-income","Romania","18097","18097","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","Upper-middle-income","Romania","20349","20349","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","Upper-middle-income","Romania","21422","21422","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Upper-middle-income","Romania","26107","26107","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Upper-middle-income","Romania","27470","27470","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","Upper-middle-income","Romania","28580","28580","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","Upper-middle-income","Romania","29752","29752","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Upper-middle-income","Romania","22590","22590","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Upper-middle-income","Romania","21724","21724","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Upper-middle-income","Romania","20868","20868","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Upper-middle-income","Romania","18379","18379","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","Upper-middle-income","Russian Federation","50641","50641","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","Upper-middle-income","Russian Federation","50407","50407","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","Upper-middle-income","Russian Federation","53148","53148","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","Upper-middle-income","Russian Federation","119123","119123","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","Upper-middle-income","Russian Federation","110935","110935","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","Upper-middle-income","Russian Federation","134360","134360","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","Upper-middle-income","Russian Federation","140677","140677","","",""
"Tuberculosis - new and relapse cases","Published","2005","Europe","Upper-middle-income","Russian Federation","127930","127930","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","Upper-middle-income","Russian Federation","124689","124689","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","Upper-middle-income","Russian Federation","127338","127338","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Upper-middle-income","Russian Federation","128263","128263","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Upper-middle-income","Russian Federation","132653","132653","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","San Marino","3","3","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","San Marino","2","2","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","San Marino","2","2","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","San Marino","0","0","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","San Marino","1","1","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","San Marino","1","1","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","San Marino","1","1","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","San Marino","0","0","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","Upper-middle-income","Serbia","2721","2721","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","Upper-middle-income","Serbia","2531","2531","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","Upper-middle-income","Serbia","2333","2333","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","Upper-middle-income","Serbia","2174","2174","","",""
"Tuberculosis - new and relapse cases","Published","1990","Europe","High-income","Slovakia","1448","1448","","",""
"Tuberculosis - new and relapse cases","Published","1991","Europe","High-income","Slovakia","1620","1620","","",""
"Tuberculosis - new and relapse cases","Published","1992","Europe","High-income","Slovakia","1733","1733","","",""
"Tuberculosis - new and relapse cases","Published","1997","Europe","High-income","Slovakia","1298","1298","","",""
"Tuberculosis - new and relapse cases","Published","1998","Europe","High-income","Slovakia","1282","1282","","",""
"Tuberculosis - new and relapse cases","Published","1999","Europe","High-income","Slovakia","1100","1100","","",""
"Tuberculosis - new and relapse cases","Published","2000","Europe","High-income","Slovakia","1010","1010","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Slovakia","986","986","","",""
"Tuberculosis - new and relapse cases","Published","2006","Europe","High-income","Slovakia","673","673","","",""
"Tuberculosis - new and relapse cases","Published","2007","Europe","High-income","Slovakia","622","622","","",""
"Tuberculosis - new and relapse cases","Published","2008","Europe","High-income","Slovakia","584","584","","",""
"Tuberculosis - new and relapse cases","Published","2009","Europe","High-income","Slovakia","459","459","","",""
"Tuberculosis - new and relapse cases","Published","1993","Europe","High-income","Slovenia","646","646","","",""
"Tuberculosis - new and relapse cases","Published","1994","Europe","High-income","Slovenia","526","526","","",""
"Tuberculosis - new and relapse cases","Published","1995","Europe","High-income","Slovenia","525","525","","",""
"Tuberculosis - new and relapse cases","Published","1996","Europe","High-income","Slovenia","563","563","","",""
"Tuberculosis - new and relapse cases","Published","2001","Europe","High-income","Slovenia","359","359","","",""
"Tuberculosis - new and relapse cases","Published","2002","Europe","High-income","Slovenia","338","338","","",""
"Tuberculosis - new and relapse cases","Published","2003","Europe","High-income","Slovenia","285","285","","",""
"Tuberculosis - new and relapse cases","Published","2004","Europe","High-income","Slovenia","249","249","","",""
"Tuberculosis - new and relapse cases","Published","2010","Europe","High-income","Slovenia","169","169","","",""
"Tuberculosis - new and relapse cases","Published","2011","Europe","High-income","Slovenia","181","181","","",""
